county,state,season,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,conditions,uv_index,visibility,wind_bearing,wind_speed
Perry County,Illinois,Fall,Report 18584: Possible vocalization heard near Pyramid State Park.,38.0985,-89.4205,10/15/2007,18584,Class B,dnb2tptgz7,74.5,62.8,53.9,52.6,71.1,32.5,0.15,0.259,100,['rain'],1013.7,Becoming cloudy in the afternoon with rain.,"Rain, Partially cloudy",,8.7,165,12.3
Pulaski County,Illinois,Summer,Report 5742: Young man hears nighttime vocalizations and is followed in woods near Mounds.,37.1142,-89.1979,11/27/2004,5742,Class B,dn8e4k2jfk,53.6,47.4,41.1,40.6,78.4,98.7,0.53,0.852,100,['rain'],1008.1,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",,8.9,191.8,24.9
Saline County,Illinois,Fall,Report 13070: Youth has pre-dawn encounter on the way to deer stand near Mitchellville,37.63,-88.55,11/18/2005,13070,Class B,dn9n0frfek,50.2,37.1,27.6,25.9,66.4,10.2,0.59,0,0,,1028.8,Clear conditions throughout the day.,Clear,,10.1,205.6,13.4
Saline County,Illinois,Summer,Report 14802: Possible vocalizations heard by camper near Williams Hill Pass in the Shawnee National Forest,37.61404,-88.50061,5/29/2006,14802,Class B,dn9jfp7vdm,88,79.5,69.8,69.8,73.9,5.6,0.08,0,0,,1017.8,Clear conditions throughout the day.,Clear,,9.3,167.5,13
Saline County,Illinois,Winter,,,,,25362,Class A,,,,,,,,,,,,,,,,,,
Sangamon County,Illinois,Fall,Report 28545: Man tells of the strange occurrences and his sighting as a teenager near Buckhart,39.7721,-89.4691,9/18/1976,28545,Class A,dp06k0696b,84.8,66.2,47.9,49.9,61.5,1.7,0.83,0,0,,1018.2,Clear conditions throughout the day.,Clear,,6.6,186.7,8.1
Sangamon County,Illinois,Summer,Report 28370: Memory told of a possible encounter and footprint found along Horse Creek north of Pawnee,39.65749,-89.56981,8/1/1978,28370,Class B,dp039g3m85,79.1,72.6,65,65.5,78.9,88.3,0.92,0.46,100,['rain'],1016,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,8.5,181,9.2
Sangamon County,Illinois,Winter,Report 15251: Multiple witness motorist sighting on Rt 36 east of Riverton.,39.853,-89.5,12/15/1995,15251,Class A,dp06erh0dc,41.1,37.5,28.1,32.9,83.3,70,0.79,0,0,,1023.2,Partly cloudy throughout the day.,Partially cloudy,,7.2,11.3,12.8
Sangamon County,Illinois,Summer,Report 34728: Recollection of a daylight sighting as a youth in Riverton,39.84874,-89.55229,10/12/1996,34728,Class A,dp06dnnp8r,77.1,61.9,48.8,45.4,57.2,1.3,0,0,0,,1020,Clear conditions throughout the day.,Clear,,9.9,194,19.7
Sangamon County,Illinois,Spring,Report 29495: Possible footprint found on edge of Chatham,39.66676,-89.68079,6/15/2011,29495,Class B,dp01xm07wh,79.2,71.3,64.1,63.2,77,50.9,0.5,0.548,100,['rain'],1006.7,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,9.3,220.9,20.4
Sangamon County,Illinois,Spring,Report 31062: Possible footprint found near the Sugar Creek Covered Bridge,40,-90,6/16/2011,31062,Class B,9zpgxczbzu,81.9,72.4,60.4,61.3,69.9,7.1,0.53,0.005,100,['rain'],1009.1,Clear conditions throughout the day with afternoon rain.,Rain,,9.9,239.9,8.6
Sangamon County,Illinois,Summer,Report 29612: Vocalizations recorded and possible footprint found near Sugar Creek.,39.6395,-89.66525,6/23/2011,29612,Class B,dp01x85ub4,69.5,66.7,63.4,59.4,77.3,94,0.75,0.007,100,['rain'],1006.8,Cloudy skies throughout the day with afternoon rain.,"Rain, Overcast",,9.8,259.9,17.8
Sangamon County,Illinois,Summer,Report 32634: Two paranormal investigators find possible evidence at Cumberland Sugar Creek Cemetery,39.62,-89.6845,6/28/2011,32634,Class B,dp01rhtepx,81,72,63.2,61,70.9,2.8,0.91,0,0,,1017,Clear conditions throughout the day.,Clear,,9.9,335.1,9.9
Sangamon County,Illinois,Summer,Report 40841: Motorist has possible nighttime sighting just north of Springfield on Veterans Parkway.,39.83627,-89.65926,7/16/2011,40841,Class B,dp04xgbp5f,89.6,80.1,71.6,67.1,65.9,0,0.55,0,0,,1016,Clear conditions throughout the day.,Clear,,9.9,127.9,8.1
Sangamon County,Illinois,Fall,Report 39098: Possible sighting near University of Illinois Springfield soccer fields.,39.73333,-89.61281,10/4/2012,39098,Class B,dp060c1zqj,82,63.8,49,52.1,68.5,41.8,0.65,0.018,100,['rain'],1019.2,Becoming cloudy in the afternoon with late afternoon rain.,"Rain, Partially cloudy",,9.9,250,17.8
Sangamon County,Illinois,Fall,Report 58238: Nighttime road crossing between Rochester and East Lake Drive,39.75318,-89.56226,9/16/2017,58238,Class A,dp061uyg01,89.6,77.6,66.6,64.4,66,14.4,0.87,0,0,,1016.9,Clear conditions throughout the day.,Clear,,9.9,176.7,11.7
Schuyler County,Illinois,Fall,Report 33040: Possible sighting by a deer hunter west of Rushville,40.1348,-90.6757,11/18/2010,33040,Class B,9zps2d7fph,41,36.5,28.6,28.5,73,61.9,0.4,0,0,,1026.9,Partly cloudy throughout the day.,Partially cloudy,,8.3,333.2,12.5
Shelby County,Illinois,Summer,,,,,28144,Class B,,,,,,,,,,,,,,,,,,
Shelby County,Illinois,Winter,Report 47403: Deer hunter has daylight encounters and attempts to take photos east of Findlay,39.50655,-88.70795,12/30/2014,47403,Class A,dp0btruy6f,29.6,23.3,15.4,14.3,68.5,41.4,0.31,0,0,,1037.1,Partly cloudy throughout the day.,Partially cloudy,,9.9,341.9,13.1
St. Clair County,Illinois,Fall,Report 33638: Woman recalls her night time sighting while fishing behind her home near Columbia,38.51689,-90.16501,11/16/1991,33638,Class A,9yzgh5zc4u,52.7,48.9,47.5,47.2,93.8,100,0.33,0.165,100,['rain'],1023.2,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",,2,27,11
St. Clair County,Illinois,Summer,Report 55224: Memory told of daylight sighting while dirt bike riding east of Freeburg,38.43189,-89.87113,6/29/1996,55224,Class A,dnb4dumcfz,94.3,82,67.2,68.4,66.1,45.3,0.45,0,0,,1018.5,Partly cloudy throughout the day.,Partially cloudy,,6.6,209,13
St. Clair County,Illinois,Spring,Report 50967: Possible footprints found east of Belleville near Illinois Route 4,38.4326,-89.79143,1/27/2016,50967,Class B,dnb4ssryh5,39.9,33.5,29.7,22.6,64.4,56.5,0.62,0,0,,1024.5,Clearing in the afternoon.,Partially cloudy,,9.9,222.4,10.7
St. Clair County,Illinois,Winter,Report 50965: Possible footprints found and cast east of Belleville near Illinois Route 4,38.4335,-89.7915,1/27/2016,50965,Class B,dnb4ssxg67,39.9,33.5,29.7,22.6,64.4,56.6,0.62,0,0,,1024.5,Clearing in the afternoon.,Partially cloudy,,9.9,222.4,10.7
Tazewell County,Illinois,Fall,Report 12836: Family hears vocalizations and finds footprints in their backyard east of Pekin,40.61,-89.585,10/6/2005,12836,Class B,dp0r12y4qh,57.8,49.9,44,38.6,65.4,39,0.12,0,0,,1021.5,Partly cloudy throughout the day.,Partially cloudy,,9.9,313.3,17.2
Tazewell County,Illinois,Winter,Report 40075: Daylight sighting along levee in East Peoria,40.67577,-89.60034,2/26/2013,40075,Class A,dp0r3hg18c,35.6,33.5,32,29.3,85,98.6,0.53,0.541,100,"['rain', 'snow']",1002,Cloudy skies throughout the day with rain or snow.,"Snow, Rain, Overcast",,4.3,53.3,28.6
Tazewell County,Illinois,Winter,Report 55706: Memory told of daytime encounter near Farmdale Park,40.67855,-89.49032,10/3/2016,55706,Class A,dp0r7t71sr,69.6,61.8,53.8,56.1,83.1,77.3,0.09,0,0,,1018.4,Partly cloudy throughout the day.,Partially cloudy,,9.8,68.3,8.2
Union County,Illinois,Fall,Report 57880: Juvenile observed during the daytime by a bow hunter near Alto Pass,37.56937,-89.36241,10/29/2013,57880,Class A,dn8mwx232y,62.1,52.1,41.3,50,92.7,67.8,0.84,0.236,100,['rain'],1022.6,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,5.4,114.4,7.2
Union County,Illinois,Fall,Report 59073: Bow hunter has another daylight sighting from his stand near Alto Pass,37.56937,-89.36241,11/12/2013,59073,Class A,dn8mwx232y,40.6,33,23.9,22.4,65.9,41.3,0.33,0.008,100,['rain'],1037.7,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,9.9,355.9,18.6
Union County,Illinois,Fall,Report 50341: Home owner gets a good look at his frequent visitor one night near Jonesboro,37.4351,-89.30203,11/21/2015,50341,Class A,dn8kzyu5rb,45.8,39.7,29.5,30.8,71.2,73.2,0.35,0.12,100,['rain'],1019,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",,9.7,312.3,23.6
Ogle County,Illinois,Fall,Report 40475: Memory told of strange occurrences while growing up near Castle Rock State Park,41.96925,-89.38184,10/2/1965,40475,Class B,dp2qy060s5,56,43.3,35,39.3,86,94.9,0.12,0,0,,1026.5,Cloudy skies throughout the day.,Overcast,,7.4,358.6,21.2
Moultrie County,Illinois,Fall,Report 29241: Memory of possible vocalizations and rock throwing southwest of Atwood,39.75616,-88.62624,10/9/1999,29241,Class B,dp0fpm2k6v,67.5,63.9,58.3,63.1,97.3,98.9,0,,0,,1016.5,Cloudy skies throughout the day.,Overcast,,3.2,108.3,12.4
McHenry County,Illinois,Fall,Report 32400: Jogger has daylight sighting on Prairie Trail near Algonquin,42.18476,-88.29926,9/13/2008,32400,Class A,dp3pyxw2n1,75.3,72.2,68.9,69.6,91.7,99.5,0.45,5.781,100,['rain'],1006.8,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",,4.9,189.6,16.4
McDonough County,Illinois,Fall,Report 15007: Daylight sighting by resident near Vermont Lake,40.316,-90.459,9/11/2004,15007,Class A,9zptme3c8x,81.4,68.5,55.9,58.2,71.9,0,0.91,0,0,,1020.5,Clear conditions throughout the day.,Clear,,9.8,199.2,5.8
Massac County,Illinois,Summer,,,,,39569,Class A,,,,,,,,,,,,,,,,,,
Marshall County,Illinois,Fall,Report 55386: Witness recalls possible nighttime sighting near Sparland,41.02524,-89.45454,8/16/2016,55386,Class B,dp23kkmjq5,84.2,75.4,68.3,67,77.7,44.4,0.45,0.006,100,['rain'],1017.2,Clearing in the afternoon with early morning rain.,"Rain, Partially cloudy",,8.8,313.1,7
Marion County,Illinois,Fall,Report 3471: Beige upright creature seen at a distance of 1000 yards near Kell.,38.4975,-88.9094,9/15/1972,3471,Class C,dnbg0b60hy,0,,0,,,,0.25,,,,,,,,,,
Livingston County,Illinois,Fall,Report 36702: Memory told of a possible sighting at dawn by a hunter in his tree stand southeast of Pontiac,40.82546,-88.50196,10/22/1977,36702,Class B,dp30604cdc,65,59.5,53.9,51.6,76,65,0.35,,0,,,Partly cloudy throughout the day.,Partially cloudy,,8.1,70,18.3
Lawrence County,Illinois,Winter,Report 31858: Motorists have nighttime sighting on outskirts of Lawrenceville,38.71682,-87.68468,12/19/2011,31858,Class A,dncsk8jvyf,49.9,46.4,40.1,38.8,75.8,99.7,0.82,0.297,100,['rain'],1019.3,Cloudy skies throughout the day with rain.,"Rain, Overcast",,7.7,207.7,16.6
Lawrence County,Illinois,Summer,Report 49182: Memory told of a possible childhood encounter at Georgefield Barracks,38.76417,-87.60555,1/24/2017,49182,Class B,dncsw2z9dt,43.1,40.9,37.1,35.6,81.2,75,0.9,0,0,,1011.4,Partly cloudy throughout the day.,Partially cloudy,,9.7,101.1,10.3
Lee County,Illinois,Summer,Report 11121: Hikers find large footprint along Franklin Creek.,41.86395,-89.34285,6/14/2003,11121,Class B,dp2qnvne0t,82.4,70.1,57.5,58.6,69.1,45.7,0.5,0,0,,1015.1,Partly cloudy throughout the day.,Partially cloudy,,8.2,56.2,11.1
Logan County,Illinois,Fall,Report 30203: Nighttime sighting by motorists along I-55 near Lincoln,40.14471,-89.41959,10/30/2004,30203,Class A,dp0kmhneus,71.6,60.6,51.9,46.1,60.2,20.6,0.58,0.274,100,['rain'],1004.6,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,9.7,236.5,17.6
Macon County,Illinois,Winter,Report 37522: Homeowner recalls night time sighting in NW Decatur,39.8732,-88.9813,11/8/1980,37522,Class A,dp0dz4ty1r,63,52,39.9,43.9,75.9,79.5,0.03,0,0,,1007.3,Partly cloudy throughout the day.,Partially cloudy,,5.2,156.2,55
Macon County,Illinois,Fall,Report 23104: Motorist and son observe road crossing near Spitler Woods State Park,39.781,-88.867,10/5/2006,23104,Class A,dp0f3ccj0g,66.8,58.4,47.1,47.4,68,64.6,0.45,0,0,,1024.6,Partly cloudy throughout the day.,Partially cloudy,,9.9,31.1,20.6
Macon County,Illinois,Fall,,,,,37988,Class B,,,,,,,,,,,,,,,,,,
Macoupin County,Illinois,Spring,Report 2901: Couple in car terrified by loud howl/scream near Carlinville.,39.115,-89.952,5/1/1978,2901,Class B,dnbn90dvqk,55.5,46.8,37.9,25.9,44.7,73.9,0.8,0,0,,1015.8,Partly cloudy throughout the day.,Partially cloudy,,9,42.7,17.4
Macoupin County,Illinois,Fall,,,,,24673,Class A,,,,,,,,,,,,,,,,,,
Macoupin County,Illinois,Fall,Report 37697: Memory told of a sighting at dawn while deer hunting north of Hettick.,39.37753,-90.04582,11/20/1993,37697,Class A,9zpbnbqwsr,49.8,39,28.4,24,56.4,15.8,0.25,0,0,,1020.4,Clear conditions throughout the day.,Clear,,16.9,243.4,16.3
Macoupin County,Illinois,Summer,Report 23418: Camper has nighttime sighting outside of Bunker Hill,39.06,-89.98351,7/4/1994,23418,Class A,dnbn0qshbp,93.8,84.9,75.2,74.4,72.6,30.9,0.86,0,0,,1014.2,Partly cloudy throughout the day.,Partially cloudy,,7.2,174.7,15.7
Macoupin County,Illinois,Fall,"Report 25273: Possible sighting, wood knocks and vocalizations west of Girard",39.26776,-89.48787,11/8/2008,25273,Class A,dnbr7skzm3,41.5,38.3,35.1,31.2,75.6,93.5,0.35,0,0,,1009.8,Cloudy skies throughout the day.,Overcast,,9.9,274.1,17.3
Macoupin County,Illinois,Spring,,,,,41043,Class B,,,,,,,,,,,,,,,,,,
Macoupin County,Illinois,Summer,,,,,37758,Class B,,,,,,,,,,,,,,,,,,
Macoupin County,Illinois,Fall,,,,,38524,Class B,,,,,,,,,,,,,,,,,,
Macoupin County,Illinois,Summer,Report 43348: Memory told of sighting at night along SR 108 near Hagaman,39.30525,-90.0933,5/14/2014,43348,Class A,9yzztgk19v,52.3,49.9,46.2,45.3,84.5,56.2,0.5,0.259,100,['rain'],1020.2,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,8.9,344.4,14.9
Macoupin County,Illinois,Winter,Report 43319: Possible sighting by a motorist near Hettick,39.34657,-90.1173,5/14/2014,43319,Class B,9yzzv6fd6s,52.8,49.9,46.3,44.5,82,49.7,0.5,0.269,100,['rain'],1020.2,Becoming cloudy in the afternoon with rain.,"Rain, Partially cloudy",,9.2,345.4,14
Macoupin County,Illinois,Winter,Report 47412: Motorist has possible night time sighting near Plainview,39.2038,-89.9758,12/27/2014,47412,Class B,dnbp08cdey,46.8,40.7,32.5,37.9,89.9,99.6,0.2,0.138,100,"['rain', 'snow']",1020.4,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"Snow, Rain, Overcast",,7.3,252.4,13.7
Macoupin County,Illinois,Fall,Report 46917: Motorist has possible nighttime sighting near Hagaman Bottoms.,39.3047,-90.0775,1/22/2015,46917,Class B,9yzzw5pw6p,35.8,31.9,28.1,27.5,83.8,77.7,0.08,0,0,,1030.2,Partly cloudy throughout the day.,Partially cloudy,,8.2,314.1,8.1
Macoupin County,Illinois,Fall,Report 55934: Nighttime sighting near Sunset Lake west of Girard,39.4383,-89.86021,1/20/2017,55934,Class A,dp0075tb9r,51.4,47,42.6,46.1,96.7,85.4,0.77,0.106,100,['rain'],1003.1,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,4.3,150.7,11.3
Madison County,Illinois,Summer,Report 32196: Memory told of family encounters near Granite City.,38.74784,-90.14547,9/4/1972,32196,Class B,9yzukty4d2,71.1,63.4,55.7,55.5,77.2,55.5,0.89,0,0,,1019.7,Partly cloudy throughout the day.,Partially cloudy,,11.2,40.4,7.5
Madison County,Illinois,Summer,Report 3472: Series of three incidents describing a human sized creature near edge of Edwardsville.,38.809,-89.918,6/6/1973,3472,Class C,dnbhcbgwy9,79.1,69.7,59.6,57.5,68.7,22.6,0.19,0,0,,1016.9,Partly cloudy throughout the day.,Partially cloudy,,9.2,281.6,8.9
Madison County,Illinois,Fall,Report 39852: Memory told of a possible sighting while parked in a car near Granite City,38.74784,-90.14547,9/26/1977,39852,Class B,9yzukty4d2,81.4,70.1,57.8,57.3,68.4,6.3,0.48,0,0,,1009.7,Clear conditions throughout the day.,Clear,,8.3,214.3,10.6
Madison County,Illinois,Summer,,,,,41786,Class A,,,,,,,,,,,,,,,,,,
Madison County,Illinois,Fall,Report 28516: Memory told of a daytime sighting near Edwardsville,38.7774,-90.012,10/21/1978,28516,Class A,9yzuxepq8r,82.3,65.4,49.6,48.8,57.4,13.5,0.67,0,0,,1014.3,Clear conditions throughout the day.,Clear,,7.3,169,14.1
Madison County,Illinois,Winter,Report 25267: Memory told of a sasquatch standing in headlights on Christmas Eve west of St. Jacob,38.72226,-89.80125,12/24/1980,25267,Class A,dnbhk90tx0,35.9,23.7,9.6,17.7,77.7,76.3,0.6,0.019,100,"['rain', 'snow']",1028.3,Partly cloudy throughout the day with a chance of rain or snow throughout the day.,"Snow, Rain, Partially cloudy",,5.3,328.8,19.1
Madison County,Illinois,Summer,Report 10535: Two teens have daylight sighting near Alton.,38.92241,-90.16171,7/8/2004,10535,Class A,9yzvkmd5rz,85.6,76.3,67.1,70.9,84.2,61.6,0.71,0,0,,1012.1,Partly cloudy throughout the day.,Partially cloudy,,9.7,127.4,14.4
Madison County,Illinois,Summer,Report 14872: Nighttime sighting and possible footprints found by homeowner near Edwardsville,38.4763,-89.54485,6/8/2006,14872,Class A,dnb6fk7kty,88,77,64.7,59,57.5,24.4,0.4,0,0,,1015.3,Partly cloudy throughout the day.,Partially cloudy,,9,328.8,9.4
Madison County,Illinois,Summer,,,,,36571,Class A,,,,,,,,,,,,,,,,,,
Madison County,Illinois,Spring,Report 25809: Resident has recent daylight sighting while retrieving cattle near Godfrey,38.9951,-90.1451,4/8/2009,25809,Class A,9yzvudy6fv,61.3,47,32.2,27.9,51,9.9,0.47,0,0,,1009.3,Clear conditions throughout the day.,Clear,,9.7,299.5,20.1
Madison County,Illinois,Winter,Report 27042: Possible daylight sighting by motorist on Illinois Route 4 outside Hamel.,38.90123,-89.80123,12/18/2009,27042,Class B,dnbjk9b8pd,44.4,37.2,32.8,27.3,68.3,86,0.07,0.008,100,"['rain', 'snow']",1012.8,Partly cloudy throughout the day with late afternoon rain or snow.,"Snow, Rain, Partially cloudy",,9,328,9.8
Madison County,Illinois,Winter,,,,,41487,Class B,,,,,,,,,,,,,,,,,,
Madison County,Illinois,Fall,,,,,39268,Class A,,,,,,,,,,,,,,,,,,
Madison County,Illinois,Fall,Report 56168: Possible nighttime sighting along Scott-Troy Road south of Troy,38.66736,-89.87602,1/20/2017,56168,Class B,dnb5fz4m8y,55.5,50.9,45.9,49.9,96.5,74.9,0.77,0.078,100,['rain'],1002.9,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,8.4,139.6,7
Madison County,Illinois,Summer,Report 49302: Memory told of nighttime sighting by motorists on New Douglas Road,38.96846,-89.72024,1/25/2017,49302,Class A,dnbjwmgxwz,47.2,41.9,34.9,33.9,73.6,63.3,0.93,0,0,,1004.7,Partly cloudy throughout the day.,Partially cloudy,,9.9,240.8,21.4
Madison County,Illinois,Summer,Report 58089: Motorist observes possible nighttime road crossing near Troy,38.74625,-89.8774,8/19/2017,58089,Class B,dnbh6v932b,90,78.8,67.5,68.2,72.3,10.3,0.93,0,0,,1013.5,Clear conditions throughout the day.,Clear,,9.8,259.1,6.3
Marion County,Illinois,Fall,Report 10910: Hunter has daylight sighting near Sandoval.,38.68707,-89.09732,10/14/1989,10910,Class A,dnbshdc29b,87.2,70.7,53.9,53.9,58.9,32.5,0.5,0,0,,1015.6,Becoming cloudy in the afternoon.,Partially cloudy,,6.8,187.5,11.4
Massac County,Illinois,Fall,Report 25924: Possible encounter and vocalizations heard by bowhunter near Metropolis.,37.228,-88.7476,11/26/2008,25924,Class B,dn8gu3puz4,59.2,40.3,26.6,31.1,73.4,0,0.97,0,0,,1017.5,Clear conditions throughout the day.,Clear,,8.6,215.6,6.9
Massac County,Illinois,Summer,,,,,37972,Class A,,,,,,,,,,,,,,,,,,
Massac County,Illinois,Spring,Report 29227: Possible footprints found near Metropolis,37.2276,-88.7584,5/3/2011,29227,Class B,dn8gu3047r,64.6,53.5,46.6,41,67.1,52.9,0,0.331,100,['rain'],1022.8,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,9.1,326.8,12.7
McDonough County,Illinois,Summer,Report 40995: Possible sighting of animal playing peek-a-boo at Argyle Lake State Park.,40.45428,-90.78947,7/15/2009,40995,Class B,9zpqnh3pk0,86,75.9,67.2,68.4,79.2,36.3,0.75,0.658,100,['rain'],1013.9,Clearing in the afternoon with rain.,"Rain, Partially cloudy",,9.4,245.7,18.1
McDonough County,Illinois,Summer,Report 36406: Daylight sighting by a camper in Argyle Lake State Park,40.45273,-90.79664,8/9/2012,36406,Class A,9zpqju5yhz,85,74.8,66.9,66.1,76.6,42.2,0.75,0.014,100,['rain'],1011.6,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",,9.4,334.4,14.5
McDonough County,Illinois,Winter,Report 40714: Motorist has possible nighttime sighting near Blandinsville,40.55179,-90.7771,3/23/2013,40714,Class B,9zpqwq4pk3,47.7,38.4,31.3,24.5,59.3,56.5,0.38,0,0,,1017.3,Clearing in the afternoon.,Partially cloudy,,9.4,45.4,17.5
